ID,Title,Text,Lable,type,,,,,,,,,,,,,,,,,,,,
276,е–« «бЁнѕнж б»«нѕд д«∆гр« ќб«б гё«»б…  бЁ“нждн… , «бгё«»б… «бг ѕ«жб… б«  Џжѕ б»«нѕд.,1,unreliable,,,,,,,,,,,,,,,,,,,,
277, Џжѕ… «б‘—Џн… бб≈ќж«д Ён г’— »Џѕ Ёж“ »«нѕд!,"«б≈ќж«д «бг”бгнд Ён »н«д гд  —ян«° Ёж“ »«нѕд »«б«д ќ«»«  «б«гн—ян… нЏдн бд« Џжѕ… «б‘—Џн… Ён »бѕ«д яЋн—… ж»«б√яЋ— г’— ж”д»«нЏе Џбм «бЏеѕ ж«б”гЏ ж«бЎ«Џе «б”н«”не бняжд бд« ўен— ”н«”н""",1,unreliable,,,,,,,,,,,,,,,,,,,,
278,«д ‘«— ’ж—… «бг‘ »е »е Ён ећжг Ённд«,  нўе— Ён «б’ж—… «бг ѕ«жб… еж «бггЋб «бяжгнѕн «б√г—нян ”«г е«нѕ.,1,unreliable,,,,,,,,,,,,,,,,,,,,
279,«б’ЌЁн «б жд”н гќ«Ў»« ‘Џж» «бЏ«бг," гёЎЏ« нўе— Ёне «б’ЌЁн «б жд”н «бядѕн бЎЁн џ—” гќ«Ў»« Ёне ‘Џж» «бЏ«бг »√д Ён—ж” яж—жд« еж Џ»«—… Џд ”б«Ќ »нжбжћн° жѕ«Џн« ≈н«ег ≈бм Џѕг √ќ– «ббё«Ќ«  б√де« ” ƒѕн ≈бм жЁ« ег »Џѕ 3 ”дж« ",1,unreliable,,,,,,,,,,,,,,,,,,,,
280,Ёнѕнж «Џ ѕ«Ѕ «б‘—Ўн Џбм Ё «… гЌћ»… бн” Ён »бћня«,"° жнўе— Ёне ‘—Ўн нЏ ѕн Џбм Ё «… гЌћ»…° жёцнб ≈д  бя «бЌ«ѕЋ… я«д  Ён »бћня«.",0,unreliable,,,,,,,,,,,,,,,,,,,,
281,“ж«ћ ‘«» гд Џћж“ »—нЎ«дн… Ћ—н…,"ж »нд √д «б‘«» еж нж нж»— »—«“нбн бе Ќ”«» Џбм гжёЏ У«д” џ—«гФ »«”г beneditodavozinha.яг«  »нд √д «б н  ўе— гЏе Ён «б’ж— «бг ѕ«жб…° ћѕ е «б н  жЁн  Џд Џг— 86 Џ«гр«.",1,unreliable,,,,,,,,,,,,,,,,,,,,
282,жЁ«… гг—÷… »Џѕ «ќ–е« бё«Ќ Ё«н“— ÷ѕ яж—жд«, гёЎЏ Ёнѕнж бгг—÷… ”ёЎ  Џбм «б«—÷ »Џѕ «ќ–е« бё«Ќ Ё«н“— ж«ѕЏм д«‘—ж «бгёЎЏ »√де«  жЁ ,1,unreliable,,,,,,,,,,,,,,,,,,,,
283,ж÷Џ ёЎ—«  «ббнгжд «б√ќ÷— Ён Џндня бд нЌжбе« ≈бм «ббжд «б√ќ÷—,"«бг”ƒжб Џд  Ќѕнѕ бжд «бЏнд ен ћ“∆н«  «бгнб«днд «бгжћжѕ… Ён «бё“Ќн… (iris) ж«б н   яжд √Ћд«Ѕ дгж «б≈д”«д ѕ«ќб «б—Ќг° жЁёр« бЏж«гб ж—«Ћн…° жб« нжћѕ √н ѕбнб Џбгн Џбм √д ёЎ—«  «ббнгжд нгяде« √д  џн— гд бжд «бЏнд° √ж гд ћ“∆н«  «бгнб«днд.",0,reliable,,,,,,,,,,,,,,,,,,,,
284,—÷нЏ… г’«»…  »Ён—ж” яж—жд« «бг” ћѕ,«д ‘— гƒќ—р« Џбм гд’«  «б ж«’б «б«ћ г«Џн Ёнѕнж Ёне ЎЁб… нхѕшЏм √де« г’«»… »яж—жд« жнхЎб» бе« «бѕЏ«Ѕ ,1,unreliable,,,,,,,,,,,,,,,,,,,,
285,’ж—… б”«Ќ… г«де« д  Ќгб ’ж—… ё«∆ѕ ёж«  ё’ѕ ж«ѕЏм д«‘—ж «б’ж—… »√де« Ён «бн«»«д,д ‘— Џбм гж«ёЏ «б ж«’б «б«ћ г«Џн ’ж—… б”«Ќ… г«де« д  Ќгб ’ж—… ё«∆ѕ ёж«  ё’ѕ ж«ѕЏм д«‘—ж «б’ж—… »√де« Ён «бн«»«д,1,unreliable,,,,,,,,,,,,,,,,,,,,
286," Ќ–н— гд ж»«Ѕ ¬ќ— ""ё«ѕг гд ед«я"".. ж«б’Ќ… «бЏ«бгн…: дж«ће ќЎ—« џн— г”»жё","Ќ–— ќ»—«Ѕ гд √де б« нжћѕ г« нгдЏ ўеж— ж«д ‘«— ж»«Ѕ ћѕнѕ° няжд г’ѕ—е «б’нд Џбм «б√џб»° ЌнЋ ≈д «бЏ«бг бг н ќ– «б≈ћ—«Ѕ«  «б н  ÷гд Џѕг ЌѕжЋ дЁ” ”нд«—нж яжЁнѕ-19 гћѕѕ«° Ёнг«  Џ ёѕ гдўг… «б’Ќ… «бЏ«бгн… √д «бЏ«бг ""б« н“«б нж«ће ќЎ—р« џн— г”»жё""° »Џѕ г—ж— Џ«г Џбм √я»— √“г… Ён Џ’—д« ж√жѕм Ён—ж” яж—жд« «бг” ћѕш »√яЋ— гд гбнждн ‘ќ’ гд– ўеж— «бг—÷ Ён «б’нд Ён √ж«ќ— Џ«г 2019. жнЏ ёѕ √д «бг—÷ д‘√ Ён джЏ џн— гЌѕѕ гд «бќЁ«Ён‘.",0,reliable,,,,,,,,,,,,,,,,,,,,
287,Џ‘н…  д’н» »«нѕд.. ≈н—«д  ћ—н Ћ«бЋ гд«ж—… »√”»жЏнд,"«бЌ—” «бЋж—н √дем гд«ж—«  «б”» ° «” г—  бгѕ… нжгнд° ё«г ќб«бе« »≈Ўб«ё ’ж«—нќ »«бн” н… г÷«ѕ… бб”Ёд Џ‘н…  д’н» «б—∆н” «б√гн—ян «бгд ќ» ћж »«нѕд° √Џбд ё«∆ѕ «бёж«  «б»—н… »«бћн‘ «б≈н—«дн янжг—” Ќнѕ—н° Џд гд«ж—« ° «бнжг «бЋб«Ћ«Ѕ° »жћжѕ ёж«  гЌгжб… ћж« жёж«  ќ«’… жжЌѕ«  «б«” ћ«»… «б”—нЏ… Џбм ‘ж«Ў∆ »Ќ— Џг«д° ћдж» ‘—ё ≈н—«д. же–е Ћ«бЋ гд«ж—«  Ён џ÷жд √”»жЏнд Ён ќ÷г «б ж — »нд Ўе—«д жж«‘дЎд° ЌнЋ ≈де« ” »ѕ√ Џ‘н…  д’н» «б—∆н” «б√гн—ян «бгд ќ» ћж »«нѕд. ждёб  жя«б… ""Ё«—”"" «б «»Џ… ббЌ—” «бЋж—н Џд Ќнѕ—н ёжбе «б«Ћднд° ≈д гд«ж—«  ""«б«ё ѕ«— 99"" ” ћ—н »г‘«—я… «ббж«Ѕ «бгћжёб 55 жбж«Ѕ «бёж«  «бќ«’… 65 жбж«Ѕ «б ѕќб «б”—нЏ 223° »ѕЏг гд ёж«  «бдёб ж«бёж«  «бё «бн… ббёж… «бћжн… жЎн—«д «бћн‘ Ён ”ж«Ќб гя—«д. ж√ж÷Ќ Ќнѕ—н √д «бЏгбн«  «бг Ќ—я… «бћжн… ж«б џбџб Ён «б”ЎЌ ж Ќ  «б”ЎЌ ж«б Ќ—я дЌж «б√еѕ«Ё «б»Ќ—н… ббЏѕж°  Џѕ гд «б√еѕ«Ё «б√ќ—м бе–е «бгд«ж—« "".",0,reliable,,,,,,,,,,,,,,,,,,,,
288,»—нЎ«дн«: дёжѕ ћеѕ«р Џ«бгн«р б≈н’«б «ббё«Ќ«  ≈бм ћгнЏ «бѕжб,"ж“н— «б’Ќ…: «бггбя… «бг Ќѕ… ен «бѕ«Џг «бг«бн «б√я»— Ён «бЏ«бг бб»—д«гћ «бЏ«бгн б÷г«д ж’жб «ббё«Ќ«  ≈бм яб ѕжб «бЏ«бг »Џѕ  Ќ–н— гдўг… «б’Ќ… «бЏ«бгн… гд «б≈ћЌ«Ё Ён Џгбн…  ж“нЏ бё«Ќ«  яж—жд«° √Џбд ж“н— «б’Ќ… «б»—нЎ«дн° г«  е«дяжя°√д «бггбя… «бг Ќѕ…  ёжѕ ћеѕ«р Џ«бгн«р б≈н’«б†бё«Ќ«  «бЁн—ж”†≈бм «б»бѕ«д «бЁён—…. ж√яѕ е«дяжя Ён гƒ г— ’Ќ«Ён «б«Ћднд √д ""«бггбя… «бг Ќѕ… ен «бѕ«Џг «бг«бн «б√я»— Ён «бЏ«бг бб»—д«гћ «бЏ«бгн° б÷г«д ж’жб «ббё«Ќ«  ≈бм ћгнЏ ѕжб «бЏ«бг . яг« √÷«Ё: ""бг дЎж— ЁёЎ »«б‘—«я… гЏ Џбг«∆д« Ён Oxford жAstraZeneca «ббё«Ќ «б√яЋ— ћѕжм гд ЌнЋ «б ябЁ… «бг «Ќ Ќ«бн«р° бёѕ ж÷Џд« √н÷«р √я»— ёѕ— гд «бѕЏг «бг«бн Ён е–е «бћежѕ «бѕжбн… б÷г«д Ќ’жб «бћгнЏ Џбм «ббё«Ќ"".",0,reliable,,,,,,,,,,,,,,,,,,,,
289, ’—нЌ  ббѕя ж— гЌгжѕ «бе»«‘ »ќ’ж’ «б«д ќ«»« ,"б« нЌё б«?Ќѕ «?д н—‘Ќ дЁ”е бб«д ќ«»«  «б—н?«”н… «?г«г Ёќ«г… «б—н?н” гЌгжѕ Џ»«”"". ",1,unreliable,,,,,,,,,,,,,,,,,,,,
290,«бЎЁб… Ќб« «бёЎ  Џ—÷  бгЌ«жб… «ќ Ў«Ё," Џ—÷  «бЎЁб… бгЌ«жб… «ќ Ў«Ё гд ё»б «бг” жЎднд »Џѕ «б«Џ ѕ«Ѕ Џбм гд“б Џ«∆б е« Ён ё—н… г«ѕг« ћдж»н д«»б”° ЌнЋ √’н»  »ћ—Ќ Ён жћее«° жЌ«жб «бг” жЎджд «ќ Ў«Ёе« бяд  ѕќб Џге« ж«б√е«бн Ќ«б ѕжд –бя° жеж г« –я— е ЁЏбн« «бЎЁб… жж«бѕе« Ён гё«»б… гЏ  бЁ“нжд Ёб”Ўнд. ",0,reliable,,,,,,,,,,,,,,,,,,,,
291,”нжб ж«?гЎ«— џ“н—…  ћ—Ё гќнг д«“Ќнд жгг бя« ег Ён ”ж—н« —нЁ «?ѕб»,"бЁнѕнж нЏжѕ бЏ«г ????° ЌнЋ ”»»  «б«?гЎ«— «бџ“н—… Ён÷«д«  ћ—Ё  гќнг«  «бб«ћн?нд Ён «?ѕб». ",1,unreliable,,,,,,,,,,,,,,,,,,,,
292,«б’ж—… «б н ж—ѕ  Ён  ё—н— «б бЁ“нжд «б«?—ѕдн Ќжб бё«Ќ яж—жд«,"Ћ«—  ’ж—… «?—‘нЁн… ж—ѕ  Ён  ё—н— «?Џѕе «б бЁ“нжд «б«?—ѕдн Ќжб «” Џѕ«ѕ«  гѕн—н… ’Ќ… «бЎЁнб… Ён «б«?—ѕд б«?ќ– гЎЏжг Ё«н—ж” яж—жд«° «б‘яжя Ќжб Ќёнё…  «—нќ ’дЏ «ббё«Ќ° ЌнЋ «?ўе—  «б’ж—… «бг” ќѕг… Ён «б ё—н— Џ»ж«  нўе— Џбне«  «—нќ «д «ћ нЏжѕ б‘е— ‘»«Ў гд «бЏ«г 2019° «?н ё»б жёжЏ «бћ«н?Ќ….",1,unreliable,,,,,,,,,,,,,,,,,,,,
293,б«Ё—жЁ нЁ«ћ∆ «б—ж”: √’»  »яж—жд« жяжд  √ћ”«г«р г÷«ѕ…,"Ён  ’—нЌ гЁ«ћ∆° я‘Ё ж“н— «бќ«—ћн… «б—ж”н° ”н—џн б«Ё—жЁ° «бнжг «б«Ћднд° Џд ≈’«» е ”«»ё« »Ён—ж” яж—жд«° ё«∆б«р  Џ—÷  »‘яб ќЁнЁ бг—÷ ""яжЁнѕ-19""яг« √÷«Ё ќб«б гƒ г— ’Ќ«Ён° —ѕ« Џбм ”ƒ«б Џг« ≈–« я«д нќЎЎ б√ќ– «ббё«Ќ «бг÷«ѕ ббЁн—ж”: "" яжд  бѕн √ћ”«г г÷«ѕ… б√ддн √’»  »Џѕжм яж—жд« »‘яб ќЁнЁ° бяддн Џбг  гƒќ—« √д «б√ќ’«∆ннд нд’Ќжд Ќ м «бг Џ«Ёнд гд яж—жд« »«бќ÷жЏ бб ЎЏнг. бёѕ ”гЏ  е–« «бќ»— √г”° ж”жЁ √” ‘н— «б√Ў»«Ѕ"".",0,reliable,,,,,,,,,,,,,,,,,,,,
294,г—н÷ яж—жд« ждёб «бЏѕжм.. е–е «бгѕ… ен «б√ќЎ—!,"жЌжб Џѕѕ «б√н«г «б н нўб Ёне« «бг’«» »яжЁнѕ 19 д«ёб«р ббЏѕжм° Ёёѕ я‘Ё  ггЋб… гдўг… «б’Ќ… «бЏ«бгн… Ён —ж”н«° гнбн « ЁжнджЁн ‘ Џѕѕ «б√н«г «б н нўб Ёне« «бг—÷м »№ ""яжЁнѕ Ц 19"" д«ёбнд ббЏѕжм ббгЌнЎнд »ег. ж√ж÷Ќ  Ён  ’—нЌ ’Ќ«Ён √д «бЌѕнЋ Ён е–е «бгд«”»… нѕж— Џд «б√‘ќ«’ «б–нд нд‘—жд «бЁн—ж” «бЌн.яг« ё«б : ""жЁё« бѕ—«”«  √жбн…° Ё≈д гЏўг «бг—÷м н’»Ќжд гЏѕннд Ён џ÷жд 8-9 √н«г ЁёЎ гд ўеж— «б√Џ—«÷"". жбЁ   ггЋб… гдўг… «б’Ќ… «бЏ«бгн… Ён —ж”н« Ён «бжё  –« е ≈бм √д е–е «бЁ —… «бгЏѕн… ёѕ  Ўжб √яЋ— »«бд”»… ббЌ«б«  «б√яЋ— ќЎж—….",0,reliable,,,,,,,,,,,,,,,,,,,,
295,ё—«’д… гд —ж”н« нЌ«жбжд “Џ“Џ… «бЋё… »«ббё«Ќ«  «бџ—»н…,"ё«б  «бжя«б… «б√ж—ж»н… бб√ѕжн…° √г” «бћгЏ…° ≈д «бё—«’д… «б≈бя —ждннд «б–нд ”—ёж« жЋ«∆ё ќ«’… »е« ё«гж« »«б б«Џ» »гЌ жн« е« жд‘—же« Џбм «б≈д —д †б÷—» Ћё… «бд«” Ён «ббё«Ќ« †÷ѕ яжЁнѕ-19.жя«д  «бжя«б…° «б н   ќ– гд √г” —ѕ«г гё—«р бе«° ёѕ √Џбд  Ён ѕн”г»— «бг«÷н  Џ—÷е« бећжг ≈бя —ждн ќжшб бгдЁ–не «бдЁ«– »‘яб џн— ё«дждн ≈бм гЏбжг«  Ќжб бё«Ќн Ё«н“—-»«нжд ня жгжѕн—д«.",0,reliable,,,,,,,,,,,,,,,,,,,,
296,»“гд яж—жд«.. г‘—ж» нёжн «бгд«Џ… жнён гд √г—«÷ √ќ—м,"ё«б  «бжя«б… «б√ж—ж»н… бб√ѕжн…° √г” «бћгЏ…° ≈д «бё—«’д… «б≈бя —ждннд «б–нд ”—ёж« жЋ«∆ё ќ«’… »е« ё«гж« »«б б«Џ» »гЌ жн« е« жд‘—же« Џбм «б≈д —д †б÷—» Ћё… «бд«” Ён «ббё«Ќ« †÷ѕ яжЁнѕ-19.жя«д  «бжя«б…° «б н   ќ– гд √г” —ѕ«г гё—«р бе«° ёѕ √Џбд  Ён ѕн”г»— «бг«÷н  Џ—÷е« бећжг ≈бя —ждн ќжшб бгдЁ–не «бдЁ«– »‘яб џн— ё«дждн ≈бм гЏбжг«  Ќжб бё«Ќн Ё«н“—-»«нжд ня жгжѕн—д«.‘ е— ‘«н «б—г«д° «б–н н г  Ќ÷н—е ≈г« гд »–ж— «б—г«д √ж «бё‘ж— √ж «б“еж— «бгћЁЁ… √ж «бЏ’«∆— «бг—я“… «бгг“жћ… »«б‘«н «б√ќ÷— √ж √н ‘«н Џ‘»н° »Ёж«∆ѕе «б’Ќн… «бг Џѕѕ….жжЁё« бг« д‘—е гжёЏ Boldsky° нЏѕ г‘—ж» «б—г«д гд «бж”«∆б «б¬гд… ж«бЁЏ«б… б ёжн… ће«“ «бгд«Џ…° ж«б н  Џѕ √Ќѕ «бж”«∆б «бгег… бгя«ЁЌ… «б≈’«»… »«бЏѕжм гд «бяЋн— гд «бЁн—ж”«  ж«бћ—«Ћнг «б÷«—….нЏ »— «б—г«д гд «бЋг«— «бёѕнг… «б н бе« «бЏѕнѕ гд «б√д‘Ў… «бЁ”нжбжћн… «бж«Џѕ… гЋб г÷«ѕ«  «б√я”ѕ… жг÷«ѕ«  «б«б е«»«  жг÷«ѕ«  «бгня—ж»« .",0,reliable,,,,,,,,,,,,,,,,,,,,
297, бџ—«г нЌћ» г∆«  «бЌ”«»«  ж«бѕЏж«  «бг—жћ… ббЏдЁ,"«Џбд гƒ””  Ў»нё ""  бџ—«г"" TELEGRAM бб ж«’б »«Ёнб ѕж—жЁ PAVEL DUROV Џд Ќћ» г∆«  «бгд‘ж—«   ÷гд  ѕЏж«  ббЏдЁ Ён «бжб«н«  «бг Ќѕ… гЎбЏ «б‘е— «бћ«—н° жё«б ѕж—жЁ Џбм Ќ”«»е «б—”гн ≈д Ё—нё г—«ё»н "" бџ—«г"" »ѕ√ Ён √ж«∆б нд«н— »«бЌ’жб Џбм г“нѕ гд «б—”«∆б Ќжб «бд‘«Ў «б«ћ г«Џн Ён «бжб«н«  «бг Ќѕ…° жќб’ «бЁ—нё ≈бм Ќћ» г∆«  «бЌ”«»«  ж«бѕЏж«  «бг—жћ… ббЏдЁ° «б√”»жЏ «бг«÷н",0,reliable,,,,,,,,,,,,,,,,,,,,
298,Ён”»жя  Џнд ггЋб«р гЌбн«р Ён  —ян«.. ж бжЌ »”Ќ»е,"«Џбд  ‘—я… Ён”»жя° «б«Ћднд° √де« »ѕ√  Џгбн…  Џннд ян«д ё«дждн яггЋб гЌбн Ён  —ян« жЁё« бё«джд ж”«∆б «б ж«’б «б«ћ г«Џн «бћѕнѕ†ед«я «б–н нёжб гд ёѕже ≈де ”нягг «б√Ёж«е «бгЏ«—÷… ббЌяжг….жн нЌ «бё«джд ббЌяжг… ≈“«б… «бгЌ жм гд «бгд’«  »ѕб« гд гдЏ Ќћ»е« яг« я«д   ЁЏб Ёнг« г÷м. ж√Ћ«—  е–е «бќЎж… ёбё« гЏ  Ќжб «бд«” √яЋ— ббгд’«  «б≈бя —ждн… »Џѕ √д ‘ѕѕ  √дё—… ё»÷ е« Џбм ж”«∆б «б≈Џб«г «б—∆н”н…",0,reliable,,,,,,,,,,,,,,,,,,,,
299,б√жб г—… гд– —нџ«д.. —∆н” √гн—я« нџ«ѕ— »ѕжд жѕ«Џ Џ”я—н,"ќб«Ё«р бб ё«бнѕ «бЏ”я—н… «бЌѕнЋ…†Ён «бжб«н«  «бг Ќѕ…° бд  дўг ж“«—… «бѕЁ«Џ («б»д «џжд) ЌЁб жѕ«Џ бб—∆н” «б√гн—ян «бгд ен… жб«н е ѕжд«бѕ  —г» √Ћд«Ѕ гџ«ѕ— е. ж”н —я  —г» гд’»е »Џѕ √”»жЏ ж«Ќѕ гд  ’жн  гћб” «бдж«» ббг—… «бЋ«дн… Џбм г”«Ѕб е ж»Џѕ √”»жЏнд гд ён«г √д’«—е†»«ё Ќ«г г»дм «бя«»н жб «б–н н√жн «бяждџ—”",0,reliable,,,,,,,,,,,,,,,,,,,,
300,“«ен Ќж«” ня‘Ё  Ё«’нб ё’… Ё—Џжд г’—н гд √’жб бн»н…," д”» «бЁ—Џжд ‘н‘дё «б√жб бяб ѕжб…° жя«д  ¬ќ— «б ’—нЌ«  «б—”гн… Ќжб е–е «бг”√б…° ’ѕ—  √г” гд Ќяжг… «бжЁ«ё «ббн»н… г гЋб… Ён «бен∆… «бЏ«г… ббЋё«Ё… «ббн»н…° ж«б н √Џбд  √де гбя бн»н –ж √’жб √г«“нџн… жнд гн бё»нб… «бг‘ж«‘ «ббн»н….же–« г« √яѕе «бЏ«бг «бг’—н “«ен Ќж«” √д «бгбя ‘«‘«дё «б√жб (‘н‘дё «б√жб) гд √’б бн»н° жЏдѕг«  жбм «бЌяг √Џ«ѕ бг’— ёж е« »Џѕ «д е«Ѕ Џ’— «б√”—… 21° жЌнде« « ќ– бдЁ”… √бё«»«р дЁ”е« «б н « ќ–е« «бгбя ”гдѕ” «б√жб гƒ”” «б√”—… 21 °  √÷«Ё Ќж«” √д √’жб «бгбя ‘«‘«дё (‘н‘дё «б√жб) «бг’—н…  —ћЏ б√”— е «ббн»н… «б√’б ж«б н «” жЎд  »гѕнд…  б »”Ў… »«б“ё«“нё (ѕб « г’—) ж«б н е«ћ—  ≈бм г’— Ён «бЁ —… г« »нд 1580 ж 1307 ё.г ° √н ё»б ё—жд ё»б гнб«ѕ ‘н‘дё",0,reliable,,,,,,,,,,,,,,,,,,,,
301,√ћ”«г г÷«ѕ… бѕм 5% ЁёЎ гд «бг’«»нд.. √гб ћѕнѕ Ён гЌ«—»… яж—жд«,"»Ќ”» ѕ—«”… Џбгн… √гн—ян… ЌѕнЋ…  г д‘—е« Ён ѕж—н… ""днж ≈дџб«дѕ ббЎ»"" New England Journal for Medicine° Ёёѕ  г —’ѕ «б√ћ”«г «бг÷«ѕ… «бЁ«∆ё…° Џдѕ √ёб гд 5% ггд √’н»ж« »«бг—÷° гд »ндег «б√гн—ян ћжд ежбн“. ежбн“° Ќ”» ""√д »н ”н""° «я ‘Ё ≈’«» е »«бг—÷ »«б’ѕЁ… гд ѕжд √д  ўе— Џбне √н √Џ—«÷° ”жм «Ќ ё«д Џ«»—° –бя »Џѕ √д я«д ”»»« Ён дёб «бЏѕжм б√Ќѕ —Ёё«Ѕ ”яде° дћ« гд «бгж  »√Џћж»… »Џѕ √д ўб нЏ«дн гд «бж»«Ѕ бЋб«Ћнд нжг«. ж√ж÷Ќ «б»«ЌЋ б«д” бнж « «б–н нћ—н  ћ«—» Џбм е–е «б√ћ”«г «бг÷«ѕ… »ћ«гЏ… ""ћж—ћ г«н”жд"" Ён Ён—ћндн«: ""н»ѕж √д яжЁнѕ б« нƒ–н ћжд"". ж√÷«Ё: ""ћжд ж¬ќ—жд ё«ѕжд« ≈бм Џбг ћѕнѕ гЋн—.. «б Џ—Ё Џбм «б√ћ”«г «бг÷«ѕ… бѕне° нжЁ— бд« Ў—ё« ћѕнѕ… бгЌ«—»… яжЁнѕ-19"". нх–я— √д «бЏб«ћ »«б√ћ”«г «бг÷«ѕ… я«д гд »нд «бќн«—«  «б—∆н”н… «б н бћ√ ≈бне« «б√Ў»«Ѕ бЏб«ћ «б—∆н” «б√гн—ян ѕжд«бѕ  —г»° ≈Ћ— ≈’«» е »яжЁнѕ-19",0,reliable,,,,,,,,,,,,,,,,,,,,
302,»«нѕд ня‘Ё ќЎ… ≈дЏ«‘ «ё ’«ѕн.. Ќ“г…  ЌЁн“ »№1.9  —нбнжд ѕжб«—,"я‘Ё »«нѕд √г«г ’Ќ«Ённд° гд г”ёЎ —√”е Ён жнбгдџ жд Ён жб«н… ѕнб«ж—° ќЎ е бб≈дЏ«‘ ж«б ЌЁн“ «б н  »бџ ёнг е« 1900 гбн«— ѕжб«— ж еѕЁ ≈бм г”«Џѕ«  «бЏ«∆б«  ж«б‘—я«  «бг ÷——… гд «бж»«Ѕ° гƒяѕ« √де ""г Ё«∆б""° жж«Џѕ« »Ё Ќ ""’ЁЌ… ћѕнѕ…"" Ён «б»б«ѕ. жё«б »«нѕд ""”д ћ«ж“ е–« гЏ«""° г÷нЁ« »Џѕ √”»жЏ Џбм «ё Ќ«г г ў«е—нд гƒнѕнд б —г» г»дм «бя«»н жб° ""бядд« б« нгядд« ЁЏб –бя Ён ѕжб… гдЁ’б… жгдё”г…"".  ж√÷«Ё ""«бЎ—нё… «бжЌнѕ… ббён«г »–бя ен √д д б«ём »’Ё д« √гн—яннд"".ж Џешѕ »«нѕд » √гнд ""гб«ннд Ё—’ «бЏгб"" Ён гћ«б «б’д«Џ… «б Ќжнбн… ЌнЋ нЌўм  —г» »‘Џ»н… я»н—…° »«б≈÷«Ё… ≈бм ќЎЎе гд √ћб «ё ’«ѕ г» я— жгя«ЁЌ…  џн— «бгд«ќ.жё«б «б—∆н” «бгд ќ» ""б« нхгядд« «б»ё«Ѕ гя жЁнд"" Ён гж«ће… Ќћг «б√“г… «б«ё ’«ѕнш… Ён «б»б«ѕ. ж‘ѕѕ Џбм √дш ""Џ«∆ѕ«  «б«” Ћг«— Ён «бжў«∆Ё° жЁн «бг”«ж«… «бЏ—ён…° ” гдЏ «б÷—— «б«ё ’«ѕн Џбм «бгѕм «бЎжнб""° гх” »ё«р »–бя «д ё«ѕ«  Ќжб «Ќ г«б √д  “нѕ «бќЎш… ѕнжд «б»б«ѕ ж ÷џЎ Џбм «бг«бнш… «бЏ«гш…. ж√÷«Ё √д Ёж«∆ѕ ќЎ… «б ЌЁн“ ""”  ћ«ж“ »яЋн— ябЁ е«"". жё«б «б—∆н” «бгд ќ» ≈дш ќЎш… «бг”«Џѕ… «бЎ«—∆… «б»«бџ… ёнг е« 1,9 гбн«— ѕжб«— ”  »Џе« ќЎш… √ќ—м  х—яш“ Џбм «б≈дЏ«‘ «б«ё ’«ѕн ж«б«” Ћг«—« ",0,reliable,,,,,,,,,,,,,,,,,,,,
303,"«бнгд..  Ќ–н—«  гд д‘— «бЌжЋн «бЎёж” ""«бќгндн…"" »нд «б√ЎЁ«б","г‘«еѕ гд «б бёнд «бЎ«∆Ён «б–н  г«—”е гнбн‘н« «бЌжЋн бб√ЎЁ«б Ён гд«Ўё ”нЎ— е«° гƒяѕ« √д –бя н√ н ÷гд"" гќЎЎе« бг”ќ ежн… «бнгдннд жд‘— «бЎёж” «бќгндн… «бѕќнб…° ж ћ—нЁ «бЏгбн… «б Џбнгн… ж Ќжнб ё«Џ«  «бѕ—«”… ≈бм √жя«— б Ёќнќ Џёжб «б√ЎЁ«б жгЏ«гб б≈д «ћ «бг Ў—Ёнд ж«б≈—е«»ннд"".",0,reliable,,,,,,,,,,,,,,,,,,,,
304,Ё÷нЌ… Ён д«ѕт г’—н Џ—нё.. Ќбжм »√‘я«б гќб…,"’ж—бЏнѕ гнб«ѕ Ён д«ѕ г’—н ‘ен— жЏ—нё √ё«г е ”нѕ«  гд √Џ÷«Ѕ «бд«ѕн  д«жбд Ёне Ќбжм Џбм ен∆… ’ж— Ё«÷Ќ… жгќб…   д«Ём гЏ «б ё«бнѕ «бг’—н… ж«б¬ѕ«»° ж г д‘—е« Ён џ—ж»«  ќ«’… »ед ж »«ѕбд «б’ж— Џ»— ’ЁЌ« ед Џбм гж«ёЏ «б ж«’б° г« ‘яб ћ—нг… ќѕ‘ ббЌн«Ѕ «бЏ«г ж≈Ћ«—… ббџ—«∆“",0,reliable,,,,,,,,,,,,,,,,,,,,
